bookId|title|author|publishYear|genre|available
B0343|A Discourse Upon the Origin and the Foundation of the Inequality Among Mankind|Rousseau, Jean-Jacques|2004|Philosophy|true
B0344|The Middle-Class Gentleman|Moliere|2001|Drama|true
B0345|The Alchemist|Jonson, Ben|2003|Drama|true
B0346|Poems|Hugo, Victor|2005|Poetry|true
B0347|The Rape of the Lock and Other Poems|Pope, Alexander|2006|Poetry|true
B0348|Aesop's Fables: Translated by George Fyler Townsend|Aesop|1991|Fables|true
B0349|Democracy in America — Volume 2|Tocqueville, Alexis de|1835|History|true
B0350|The Story of My Life: With her letters (1887-1901) and a supplementary account of her education, including passages from the reports and letters of her teacher, Anne Mansfield Sullivan, by John Albert Macy|Keller, Helen|1902|History|true
B0351|She Stoops to Conquer; Or, The Mistakes of a Night: A Comedy|Goldsmith, Oliver|1995|Drama|true
B0352|The Scarlet Pimpernel|Orczy, Emmuska Orczy, Baroness|1905|Mystery|true
B0353|The Poems and Prose Poems of Charles Baudelaire: with an Introductory Preface by James Huneker|Baudelaire, Charles|2011|Poetry|true
B0354|The Rime of the Ancient Mariner|Coleridge, Samuel Taylor|1798|Fantasy|true
B0355|The Frontier in American History|Turner, Frederick Jackson|2007|History|true
B0356|Moby Dick|Melville, Herman|1851|Historical Fiction|true
B0357|Buddenbrooks: Verfall einer Familie|Mann, Thomas|1901|Historical Fiction|true
B0358|A Little Journey|Bradbury, Ray|2016|Science Fiction|true
B0359|Vanity Fair|Thackeray, William Makepeace|1847|Romance|true
B0360|Birds of a Feather|Silverberg, Robert|2016|General Literature|true
B0361|Autobiography of a Yogi|Yogananda, Paramahansa|1946|Biography|true
B0362|Nine Thousand Miles On A Pullman Train: An Account of a Tour of Railroad Conductors From; Philadelphia to the Pacific Coast an Return|Shaw, Milton|2016|General Literature|true
B0363|Dream Psychology: Psychoanalysis for Beginners|Freud, Sigmund|2005|Philosophy|true
B0364|The Pilot and the Bushman|Jacobs, Sylvia|2016|General Literature|true
B0365|Beautiful Stories from Shakespeare|Shakespeare, William|1998|Children's Literature|true
B0366|The Works of Edgar Allan Poe — Volume 3|Poe, Edgar Allan|2008|Fantasy|true
B0367|Daisy Miller: A Study|James, Henry|1878|Romance|true
B0368|Peter and Wendy|Barrie, J. M. (James Matthew)|2008|Fantasy|true
B0369|Personal Memoirs of U. S. Grant, Complete|Grant, Ulysses S. (Ulysses Simpson)|2006|Biography|true
B0370|Trial of the Major War Criminals Before the International Military Tribunal, Vol. I: Nuremburg 14 November 1945-1 October 1946: Vol. I|Various|2016|History|true
B0371|The Black Man, the Father of Civilization, Proven by Biblical History|Webb, James Morris|2012|History|true
B0372|The Autobiography of a Super-Tramp|Davies, W. H. (William Henry)|2016|Biography|true
B0373|The Enchiridion|Epictetus|2014|Philosophy|true
B0374|History  of the World War: An Authentic Narrative of the World's Greatest War|March, Francis Andrew|2006|History|true
B0375|Confidence Game|Harmon, Jim|2016|General Literature|true
B0376|Confessions of an English Opium-Eater|De Quincey, Thomas|2005|Biography|true
B0377|The Antichrist|Nietzsche, Friedrich Wilhelm|1888|Nonfiction|true
B0378|A Short History of the World|Wells, H. G. (Herbert George)|2011|History|true
B0379|The Phantom of the Opera|Leroux, Gaston|1909|Horror|true
B0380|Three Contributions to the Theory of Sex|Freud, Sigmund|2005|General Literature|true
B0381|The Varieties of Religious Experience: A Study in Human Nature|James, William|2014|Philosophy|true
B0382|She|Haggard, H. Rider (Henry Rider)|2006|Fantasy|true
B0383|1811 Dictionary of the Vulgar Tongue|Grose, Francis|2004|Reference|true
B0384|Poems by Emily Dickinson, Three Series, Complete|Dickinson, Emily|2004|Poetry|true
B0385|Poems|Eliot, T. S. (Thomas Stearns)|1922|Poetry|true
B0386|On Heroes, Hero-Worship, and the Heroic in History|Carlyle, Thomas|1997|History|true
B0387|Ang Liham ni Dr. Jose Rizal sa mga Kadalagahan sa Malolos, Bulakan|Rizal, Jose|2005|General Literature|true
B0388|Patty's Fortune|Wells, Carolyn|2016|General Literature|true
B0389|The Wars of the Jews; Or, The History of the Destruction of Jerusalem|Josephus, Flavius|2009|History|true
B0390|The Origin of Species by Means of Natural Selection: Or, the Preservation of Favoured Races in the Struggle for Life, 6th Edition|Darwin, Charles|1859|History|true
B0391|The Tempest: The Works of William Shakespeare [Cambridge Edition] [9 vols.]|Shakespeare, William|1623|Fantasy|true
B0392|The Ignoble Savages|Smith, Evelyn E.|2016|General Literature|true
B0393|On the Nature of Things|Lucretius Carus, Titus|1997|Poetry|true
B0394|The Outline of Science, Vol. 1 (of 4): A Plain Story Simply Told|Thomson, J. Arthur (John Arthur)|2007|Science|true
B0395|Pride and Prejudice|Austen, Jane|1813|Romance|true
B0396|Medea of Euripides|Euripides|2011|Drama|true
B0397|Volpone; Or, The Fox|Jonson, Ben|2003|Drama|true
B0398|The life of Midhat Pasha; a record of his services, political reforms, banishment, and judicial murder|Ali Haydar Mithat|2016|Mystery|true
B0399|Othello|Shakespeare, William|1603|Poetry|true
B0400|The Pride of Jennico: Being a Memoir of Captain Basil Jennico|Castle, Egerton|2016|Biography|true
B0401|Make Me An Offer|Blomberg, Con|2016|General Literature|true
B0402|People Soup|Arkin, Alan|2016|General Literature|true
B0403|The Mantle, and Other Stories|Gogol, Nikolai Vasilevich|2011|Fiction|true
B0404|Gorgias|Plato|-380|Philosophy|true
B0405|The Playboy of the Western World: A Comedy in Three Acts|Synge, J. M. (John Millington)|1998|Drama|true
B0406|Sea Legs|Quattrocchi, Frank|2016|General Literature|true
B0407|Phaedo|Plato|-360|Philosophy|true
B0408|Der Tod in Venedig|Mann, Thomas|1912|Fiction|true
B0409|Our Mutual Friend|Dickens, Charles|1865|Historical Fiction|true
B0410|The Spicy Sound of Success|Harmon, Jim|2016|General Literature|true
B0411|Boy Scouts Handbook: The First Edition, 1911|Boy Scouts of America|2009|Reference|true
B0412|The Ethics of Aristotle|Aristotle|-340|Philosophy|true
B0413|The Great God Pan|Machen, Arthur|1996|Horror|true
B0414|The Writings of Thomas Paine — Volume 4 (1794-1796): The Age of Reason|Paine, Thomas|2003|Philosophy|true
B0415|The Works of the Right Honourable Edmund Burke, Vol. 01 (of 12)|Burke, Edmund|2005|Philosophy|true
B0416|Pragmatism: A New Name for Some Old Ways of Thinking|James, William|2004|General Literature|true
B0417|Angel's Egg|Pangborn, Edgar|2016|General Literature|true
B0418|The Man Who Was Thursday: A Nightmare|Chesterton, G. K. (Gilbert Keith)|1908|Mystery|true
B0419|A Woman of No Importance|Wilde, Oscar|2014|Drama|true
B0420|The History of Herodotus — Volume 1|Herodotus|2001|History|true
B0421|Arms and the Man|Shaw, Bernard|2003|Drama|true
B0422|The Republic|Plato|-380|Philosophy|true
B0423|Plays by Anton Chekhov, Second Series|Chekhov, Anton Pavlovich|2005|Drama|true
B0424|The Duchess of Malfi|Webster, John|2000|Drama|true
B0425|Submarines, Mines and Torpedoes in the War|Domville-Fife, Charles William|2016|History|true
B0426|Survival Type|Bone, Jesse F. (Jesse Franklin)|2016|General Literature|true
B0427|A Touch of E Flat|Gibson, Joe|2016|General Literature|true
B0428|Fresh Air Fiend|Neville, Kris|2016|General Literature|true
B0429|The Eyes Have It|Dick, Philip K.|2010|Science Fiction|true
B0430|King Solomon's Mines|Haggard, H. Rider (Henry Rider)|1885|Fantasy|true
B0431|Beyond the Door|Dick, Philip K.|2009|Fantasy|true
B0432|What Men Live By, and Other Tales|Tolstoy, Leo, graf|2004|Fiction|true
B0433|Der Struwwelpeter: oder lustige Geschichten und drollige Bilder|Hoffmann, Heinrich|2008|Poetry|true
B0434|The Aesop for Children: With pictures by Milo Winter|Aesop|2006|Fables|true
B0435|The Possessed (The Devils)|Dostoyevsky, Fyodor|2005|Fiction|true
B0436|The Fairy Tales of Charles Perrault|Perrault, Charles|2009|Fantasy|true
B0437|The Secret Garden|Burnett, Frances Hodgson|1911|Fantasy|true
B0438|The National Geographic Magazine, Vol. II., No. 2, May, 1890|Various|2016|General Literature|true
B0439|The Journals of Lewis and Clark, 1804-1806|Clark, William|2005|History|true
B0440|An Enquiry Concerning the Principles of Morals|Hume, David|2010|Philosophy|true
B0441|The Iron Heel|London, Jack|2006|Science Fiction|true
B0442|A Journal of the Plague Year: Written by a Citizen Who Continued All the While in London|Defoe, Daniel|2006|History|true
B0443|Bede's Ecclesiastical History of England|Bede, the Venerable, Saint|2011|History|true
B0444|As a Man Thinketh|Allen, James|1902|Nonfiction|true
B0445|Inside Earth|Anderson, Poul|2016|General Literature|true
B0446|Bushido, the Soul of Japan|Nitobe, Inazo|2004|History|true
B0447|The Red Room|Wells, H. G. (Herbert George)|2007|General Literature|true
B0448|The Blue Fairy Book|Lang, Andrew|1996|Fantasy|true
B0449|Citizen Jell|Shaara, Michael|2016|General Literature|true
B0450|Nationalism|Tagore, Rabindranath|2012|General Literature|true
B0451|Anne of the Island|Montgomery, L. M. (Lucy Maud)|1915|Romance|true
B0452|Villette|Bronte, Charlotte|1853|Romance|true
B0453|The Poetical Works of William Wordsworth — Volume 3|Wordsworth, William|2004|Poetry|true
B0454|The Mysterious Island|Verne, Jules|1874|Science Fiction|true
B0455|The Canterville Ghost|Wilde, Oscar|1887|Horror|true
B0456|Prime Difference|Nourse, Alan Edward|2016|General Literature|true
B0457|Adventures of Sherlock Holmes: Illustrated|Doyle, Arthur Conan|1892|Mystery|true
B0458|The Man in the Iron Mask|Dumas, Alexandre|1850|Historical Fiction|true
B0459|Poems and Songs of Robert Burns|Burns, Robert|2005|Poetry|true
B0460|Man in a Quandary|Wesley, Joseph|2016|General Literature|true
B0461|Opticks: Or, A Treatise of the Reflections, Refractions, Inflections, and Colours of Light|Newton, Isaac, Sir|2010|General Literature|true
B0462|The Gilded Age: A Tale of Today|Twain, Mark|1873|Humor|true
B0463|Memoirs of Extraordinary Popular Delusions and the Madness of Crowds|Mackay, Charles|2008|Biography|true
B0464|The House of the Seven Gables|Hawthorne, Nathaniel|1851|Horror|true
B0465|Simple Sabotage Field Manual|United States. Office of Strategic Services|2008|General Literature|true
B0466|Life in the Iron-Mills; Or, The Korl Woman|Davis, Rebecca Harding|1997|Fiction|true
B0467|Time In the Round|Leiber, Fritz|2016|General Literature|true
B0468|Anne of Avonlea|Montgomery, L. M. (Lucy Maud)|1909|Romance|true
B0469|Japanese Fairy Tales|Ozaki, Yei Theodora|2003|Fantasy|true
B0470|The Monk: A Romance|Lewis, M. G. (Matthew Gregory)|1796|Horror|true
B0471|Indian Fairy Tales|Unknown|2003|Fantasy|true
B0472|Historia de Venezuela, Tomo I|Aguado, Pedro de, active 16th century|2012|History|true
B0473|Public School Life: Boys Masters Parents|Waugh, Alec|2016|General Literature|true
B0474|The Campaign in Russian Poland|Standing, Percy Cross|2016|General Literature|true
B0475|Also sprach Zarathustra: Ein Buch für Alle und Keinen|Nietzsche, Friedrich Wilhelm|1883|Nonfiction|true
B0476|Double Standard|Coppel, Alfred|2016|General Literature|true
B0477|The Red Record: Tabulated Statistics and Alleged Causes of Lynching in the United States|Wells-Barnett, Ida B.|2005|History|true
B0478|The Elementary Forms of the Religious Life|Durkheim, Emile|2012|Philosophy|true
B0479|The Works of Edgar Allan Poe — Volume 5|Poe, Edgar Allan|2008|Fantasy|true
B0480|Paradise Lost|Milton, John|1667|Fantasy|true
B0481|On the Sublime|Longinus, 1st cent.|2006|General Literature|true
B0482|Break a Leg|Harmon, Jim|2016|General Literature|true
B0483|The Grand Inquisitor|Dostoyevsky, Fyodor|2005|Religion|true
B0484|Woodwork Joints: How they are Set Out, How Made and Where Used.|Fairham, William|2007|General Literature|true
B0485|To The Fore With the Tanks!|Westerman, Percy F. (Percy Francis)|2016|General Literature|true
B0486|Memories of the Kaiser's Court|Topham, Anne|2016|General Literature|true
B0487|I Am A Nucleus|Barr, Stephen|2016|General Literature|true
B0488|Turkey; the Awakening of Turkey; the Turkish Revolution of 1908|Knight, E. F. (Edward Frederick)|2016|General Literature|true
B0489|Not a Creature Was Stirring|Evans, Dean|2016|General Literature|true
B0490|My Life and Work|Ford, Henry|2005|Biography|true
B0491|Siddhartha: eine indische Dichtung|Hesse, Hermann|1922|Historical Fiction|true
B0492|The Portrait of a Lady — Volume 1|James, Henry|1881|Romance|true
B0493|Lord of the World|Benson, Robert Hugh|2004|Science Fiction|true
B0494|Nature|Emerson, Ralph Waldo|2009|Philosophy|true
B0495|Fundamental Principles of the Metaphysic of Morals|Kant, Immanuel|2004|Philosophy|true
B0496|The Shunned House|Lovecraft, H. P. (Howard Phillips)|2010|Horror|true
B0497|Up from Slavery: An Autobiography|Washington, Booker T.|1900|History|true
B0498|The Memoirs of Jacques Casanova de Seingalt, 1725-1798. Complete|Casanova, Giacomo|2006|Biography|true
B0499|A Tramp Abroad|Twain, Mark|2004|Humor|true
B0500|Letters of Pliny|Pliny, the Younger|2001|General Literature|true
B0501|Helps to Latin Translation at Sight|Luce, Edmund|2009|General Literature|true
B0502|Erotica Romana|Goethe, Johann Wolfgang von|2005|Poetry|true
B0503|Voyage to Far N'jurd|Neville, Kris|2016|General Literature|true
B0504|History of Tom Jones, a Foundling|Fielding, Henry|1749|Fiction|true
B0505|Micrographia: Some Physiological Descriptions of Minute Bodies Made by Magnifying Glasses with Observations and Inquiries Thereupon|Hooke, Robert|1665|Science|true
B0506|...So They Baked a Cake|Marks, Winston K.|2016|General Literature|true
B0507|Little Dorrit|Dickens, Charles|1855|Romance|true
B0508|The Railway Children|Nesbit, E. (Edith)|1906|Historical Fiction|true
B0509|The Beast in the Jungle|James, Henry|2005|Fiction|true
B0510|The Autobiography of Benjamin Franklin|Franklin, Benjamin|1791|History|true
B0511|Politics: A Treatise on Government|Aristotle|2004|Philosophy|true
B0512|Little Black Sambo|Bannerman, Helen|2006|Children's Literature|true
B0513|The Metamorphoses of Ovid, Books I-VII|Ovid|8|Fantasy|true
B0514|Reflections; or Sentences and Moral Maxims|La Rochefoucauld, Francois duc de|2005|General Literature|true
B0515|The Man That Corrupted Hadleyburg|Twain, Mark|2005|Humor|true
B0516|The Anglo-Saxon Chronicle|Unknown|1996|History|true
B0517|Amusements in Mathematics|Dudeney, Henry Ernest|2005|Science|true
B0518|The Travels of Marco Polo — Volume 1|Rustichello of Pisa|2004|History|true
B0519|Herland|Gilman, Charlotte Perkins|1992|Humor|true
B0520|Etiquette|Post, Emily|2004|General Literature|true
B0521|Darkwater: Voices from Within the Veil|Du Bois, W. E. B. (William Edward Burghardt)|2005|General Literature|true
B0522|Poems Every Child Should Know: The What-Every-Child-Should-Know-Library|Unknown|2005|Poetry|true
B0523|The History of the Highland Clearances: Second Edition, Altered and Revised|Mackenzie, Alexander|2016|History|true
B0524|Prisoner of the Mill: or, Captain Hayward's "Body Guard"|Hazelton, Harry|2016|History|true
B0525|Lex|Haggert, W. T.|2016|General Literature|true
B0526|The Rámáyan of Válmíki, translated into English verse|Valmiki|2008|Poetry|true
B0527|Human, All Too Human: A Book for Free Spirits|Nietzsche, Friedrich Wilhelm|2011|General Literature|true
B0528|The Girls From Earth|Robinson, Frank M.|2016|General Literature|true
B0529|Father Goriot|Balzac, Honore de|1998|History|true
B0530|Le Morte d'Arthur: Volume 2|Malory, Thomas, Sir|1998|Fantasy|true
B0531|The Analysis of Mind|Russell, Bertrand|2001|Philosophy|true
B0532|The Power of Mesmerism: A Highly Erotic Narrative of Voluptuous Facts and Fancies|Anonymous|2009|General Literature|true
B0533|No Substitutions|Harmon, Jim|2016|General Literature|true
B0534|Growing Up On Big Muddy|De Vet, Charles V. (Charles Vincent)|2016|General Literature|true
B0535|Omens and Superstitions of Southern India|Thurston, Edgar|2011|General Literature|true
B0536|Lady Windermere's Fan|Wilde, Oscar|1893|Fiction|true
B0537|Shakespeare's Sonnets|Shakespeare, William|1592|Romance|true
B0538|The Mentor: The Metropolitan Museum of Art, Vol. 6, Num. 9, Serial No. 157, June 15, 1918|Noe, Sydney P.|2016|General Literature|true
B0539|Tender Buttons: Objects—Food—Rooms|Stein, Gertrude|2005|Poetry|true
B0540|The Underground Railroad: A Record of Facts, Authentic Narratives, Letters, &c., Narrating the Hardships, Hair-Breadth Escapes and Death Struggles of the Slaves in Their Efforts for Freedom, As Related by Themselves and Others, or Witnessed by the Author.|Still, William|2005|Biography|true
B0541|Nicholas Nickleby|Dickens, Charles|1839|Historical Fiction|true
B0542|Jude the Obscure|Hardy, Thomas|1895|Historical Fiction|true
B0543|Daddy-Long-Legs|Webster, Jean|1912|Romance|true
B0544|The Tenant of Wildfell Hall|Bronte, Anne|1848|Romance|true
B0545|Fifteen Thousand Useful Phrases: A Practical Handbook Of Pertinent Expressions, Striking Similes, Literary, Commercial, Conversational, And Oratorical Terms, For The Embellishment Of Speech And Literature, And The Improvement Of The Vocabulary Of Those Persons Who Read, Write, And Speak English|Kleiser, Grenville|2006|Reference|true
B0546|Plain Living: A Bush Idyll|Boldrewood, Rolf|2016|General Literature|true
B0547|On the Duty of Civil Disobedience|Thoreau, Henry David|2004|General Literature|true
B0548|The Man Who Would Be King|Kipling, Rudyard|2005|Fiction|true
B0549|Orthodoxy|Chesterton, G. K. (Gilbert Keith)|1908|Nonfiction|true
B0550|The Tragedy of Macbeth|Shakespeare, William|1606|Poetry|true
B0551|Boswell's Life of Johnson: Abridged and edited, with an introduction by Charles Grosvenor Osgood|Boswell, James|2006|Biography|true
B0552|License to Steal|Newman, Louis|2016|General Literature|true
B0553|A Queen of Tears, vol. 1 of 2: Caroline Matilda, Queen of Denmark and Norway and Princess; of Great Britain and Ireland|Wilkins, W. H. (William Henry)|2016|General Literature|true
B0554|The Music Master of Babylon|Pangborn, Edgar|2016|General Literature|true
B0555|Sonnets from the Portuguese|Browning, Elizabeth Barrett|2004|Poetry|true
B0556|Essays of Schopenhauer|Schopenhauer, Arthur|2004|Philosophy|true
B0557|A Midsummer Night's Dream|Shakespeare, William|1595|Fantasy|true
B0558|The Principles of Chemistry Volume I (of 2)|Mendeleyev, Dmitry Ivanovich|2016|General Literature|true
B0559|The Tragedy of Julius Caesar|Shakespeare, William|1599|Historical Fiction|true
B0560|Grimm's Fairy Stories|Grimm, Jacob|2004|Fantasy|true
B0561|Memoirs of Napoleon Bonaparte — Complete|Bourrienne, Louis Antoine Fauvelet de|2006|Biography|true
B0562|The Influence of Sea Power Upon History, 1660-1783|Mahan, A. T. (Alfred Thayer)|2004|History|true
B0563|The Wendigo|Blackwood, Algernon|2004|Horror|true
B0564|Swenson, Dispatcher|Miller, R. DeWitt|2016|General Literature|true
B0565|A Dog Day: or The Angel in the House|Emanuel, Walter|2016|General Literature|true
B0566|In Praise of Folly: Illustrated with Many Curious Cuts|Erasmus, Desiderius|2009|General Literature|true
B0567|Cautionary Tales for Children|Belloc, Hilaire|2008|Poetry|true
B0568|Cookery and Dining in Imperial Rome|Apicius|2009|General Literature|true
B0569|Famous Modern Ghost Stories|Unknown|2005|Horror|true
B0570|The Book of Household Management|Beeton, Mrs. (Isabella Mary)|2003|General Literature|true
B0571|The Economic Consequences of the Peace|Keynes, John Maynard|2005|History|true
B0572|A General History of the Pyrates:: from their first rise and settlement in the island of Providence, to the present time|Defoe, Daniel|2012|Adventure|true
B0573|Stories from The Arabian Nights|Housman, Laurence|2016|General Literature|true
B0574|The Story of Doctor Dolittle|Lofting, Hugh|1920|Fantasy|true
B0575|Manners, Customs, and Dress During the Middle Ages and During the Renaissance Period|Jacob, P. L.|2004|General Literature|true
B0576|Cicero's Tusculan Disputations: Also, Treatises On The Nature Of The Gods, And On The Commonwealth|Cicero, Marcus Tullius|2005|Philosophy|true
B0577|The Complete Plays of Gilbert and Sullivan|Gilbert, W. S. (William Schwenck)|1997|Drama|true
B0578|Sir Gawayne and the Green Knight: An Alliterative Romance-Poem (c. 1360 A.D.)|Unknown|2005|Fantasy|true
B0579|The Book of the Thousand Nights and a Night — Volume 01|Unknown|2003|Fantasy|true
B0580|Composition|Dow, Arthur Wesley|2014|General Literature|true
B0581|The Ballad of the White Horse|Chesterton, G. K. (Gilbert Keith)|1999|Poetry|true
B0582|Phaedra|Racine, Jean|1999|Fantasy|true
B0583|Man of Distinction|Shaara, Michael|2016|General Literature|true
B0584|The Mill on the Floss|Eliot, George|1860|Historical Fiction|true
B0585|Lord Jim|Conrad, Joseph|1900|Historical Fiction|true
B0586|The Piazza Tales|Melville, Herman|2005|Fiction|true
B0587|A Treatise on Painting|Leonardo, da Vinci|2014|General Literature|true
B0588|A Christmas Carol|Dickens, Charles|1843|Fantasy|true
B0589|A Shropshire Lad|Housman, A. E. (Alfred Edward)|2004|Poetry|true
B0590|The Will to Believe, and Other Essays in Popular Philosophy|James, William|2009|Philosophy|true
B0591|Love and Freindship [sic]|Austen, Jane|1998|Fiction|true
B0592|Slaveholding: Weighed in the Balance of Truth|Fitch, Charles|2016|General Literature|true
B0593|Oedipus King of Thebes: Translated into English Rhyming Verse with Explanatory Notes|Sophocles|2008|Drama|true
B0594|Bullet With His Name|Leiber, Fritz|2016|General Literature|true
B0595|Emile|Rousseau, Jean-Jacques|2004|General Literature|true
B0596|Myths of the Norsemen: From the Eddas and Sagas|Guerber, H. A. (Helene Adeline)|2009|Fantasy|true
B0597|The Golden Bough: A Study of Magic and Religion|Frazer, James George|2003|Fantasy|true
B0598|How the Other Half Lives: Studies Among the Tenements of New York|Riis, Jacob A. (Jacob August)|2014|General Literature|true
B0599|Romeo and Juliet|Shakespeare, William|1595|Romance|true
B0600|Mark Twain's Speeches|Twain, Mark|2006|General Literature|true
B0601|The Man with Two Left Feet, and Other Stories|Wodehouse, P. G. (Pelham Grenville)|2005|Humor|true
B0602|Märchen für Kinder|Andersen, H. C. (Hans Christian)|2006|Fantasy|true
B0603|Sense and Sensibility|Austen, Jane|1811|Historical Fiction|true
B0604|Fairy Tales of Hans Christian Andersen|Andersen, H. C. (Hans Christian)|1835|Fantasy|true
B0605|Illustrated History of Furniture: From the Earliest to the Present Time|Litchfield, Frederick|2004|History|true
B0606|End as a Hero|Laumer, Keith|2016|General Literature|true
B0607|Hafiz in London|Hafiz, 14th cent.|2016|General Literature|true
B0608|The Gods of Mars|Burroughs, Edgar Rice|1913|Science Fiction|true
B0609|The Pencil of Nature|Talbot, William Henry Fox|2010|General Literature|true
B0610|My Own Story|Pankhurst, Emmeline|2011|Biography|true
B0611|Salomé: A Tragedy in One Act|Wilde, Oscar|2013|Drama|true
B0612|An Advanced English Grammar with Exercises|Farley, Frank Edgar|2014|General Literature|true
B0613|What is Posat?|Smith, Phyllis Sterling|2016|General Literature|true
B0614|His Last Bow: An Epilogue of Sherlock Holmes|Doyle, Arthur Conan|1917|Mystery|true
B0615|Mysticism and Logic and Other Essays|Russell, Bertrand|2008|Philosophy|true
B0616|The Memoirs of the Conquistador Bernal Diaz del Castillo, Vol 1 (of 2): Written by Himself Containing a True and Full Account of the Discovery and Conquest of Mexico and New Spain.|Diaz del Castillo, Bernal|2010|Biography|true
B0617|The Dunwich Horror|Lovecraft, H. P. (Howard Phillips)|2015|Horror|true
B0618|Anabasis|Xenophon|1998|History|true
B0619|The Younger Edda; Also called Snorre's Edda, or The Prose Edda|Snorri Sturluson|2006|Fantasy|true
B0620|The Arabian Nights: Their Best-known Tales|Unknown|800|Fantasy|true
B0621|Dr. Montessori's Own Handbook|Montessori, Maria|2009|Reference|true
B0622|The Works of Edgar Allan Poe — Volume 4|Poe, Edgar Allan|2008|Fantasy|true
B0623|The Mysteries of Udolpho|Radcliffe, Ann Ward|2002|Horror|true
B0624|In the path of the alphabet: an historical account of the ancient beginnings and; evolution of the modern alphabet|Jermain, Frances|2016|History|true
B0625|The Declaration of Independence of the United States of America|Jefferson, Thomas|1776|History|true
B0626|A Bad Day for Vermin|Laumer, Keith|2016|General Literature|true
B0627|Anne's House of Dreams|Montgomery, L. M. (Lucy Maud)|1917|Romance|true
B0628|The Tribes and Castes of the Central Provinces of India, Volume 1|Russell, R. V. (Robert Vane)|2007|Religion|true
B0629|The Romance of Tristan and Iseult|Bedier, Joseph|2004|Fantasy|true
B0630|In Stahlgewittern, aus dem Tagebuch eines Stoßtruppführers|Junger, Ernst|2010|Biography|true
B0631|Lady Susan|Austen, Jane|1997|Fiction|true
B0632|The Return of the Native|Hardy, Thomas|1878|Romance|true
B0633|Idylls of the King|Tennyson, Alfred Tennyson, Baron|1996|Romance|true
B0634|Beowulf|Unknown|975|Fantasy|true
B0635|Selected Sermons of Jonathan Edwards|Edwards, Jonathan|2010|History|true
B0636|Tartuffe; Or, The Hypocrite|Moliere|1664|Fiction|true
B0637|Beyond Lies the Wub|Dick, Philip K.|2009|Science Fiction|true
B0638|English Translations Of Works Of Emile Zola: An Index to the Project Gutenberg Works of Zola in English|Zola, Emile|2009|General Literature|true
B0639|A Text-Book of the History of Painting|Van Dyke, John Charles|2006|History|true
B0640|Tales of the Jazz Age|Fitzgerald, F. Scott (Francis Scott)|2004|Fiction|true
B0641|Lady Audley's Secret|Braddon, M. E. (Mary Elizabeth)|1862|Mystery|true
B0642|Far from the Madding Crowd|Hardy, Thomas|1874|Romance|true
B0643|How to Live on 24 Hours a Day|Bennett, Arnold|2000|General Literature|true
B0644|The Tragedy of King Lear|Shakespeare, William|1603|Poetry|true
B0645|Myths of Babylonia and Assyria|Mackenzie, Donald A. (Donald Alexander)|2005|Fantasy|true
B0646|Dead Souls|Gogol, Nikolai Vasilevich|1842|Historical Fiction|true
B0647|The Mahabharata of Krishna-Dwaipayana Vyasa, Volume 1: Books 1, 2 and 3|Unknown|2005|General Literature|true
B0648|Doctor Thorne|Trollope, Anthony|2002|Romance|true
B0649|Library of the World's Best Mystery and Detective Stories|Unknown|2004|Mystery|true
B0650|Mechanical Drawing Self-Taught: Comprising instructions in the selection and preparation of drawing instruments, elementary instruction in practical mechanical drawing; together with examples in simple geometry and elementary mechanism, including screw threads, gear wheels, mechanical motions, engines and boilers|Rose, Joshua|2007|General Literature|true
B0651|The Return of Sherlock Holmes|Doyle, Arthur Conan|1905|Mystery|true
B0652|Dombey and Son|Dickens, Charles|1997|Fiction|true
B0653|History of Egypt, Chaldea, Syria, Babylonia, and Assyria in the Light of Recent Discovery|King, L. W. (Leonard William)|2005|History|true
B0654|The Tao Teh King, or the Tao and its Characteristics|Laozi|1995|Philosophy|true
B0655|Alice's Abenteuer im Wunderland|Carroll, Lewis|2007|Fantasy|true
B0656|The Variable Man|Dick, Philip K.|2010|Science Fiction|true
B0657|Pen Pal|Marlowe, Stephen|2016|General Literature|true
B0658|Warlord of Mars|Burroughs, Edgar Rice|1993|Science Fiction|true
B0659|Household Stories by the Brothers Grimm|Grimm, Wilhelm|2006|Fantasy|true
B0660|How to Tell a Story, and Other Essays|Twain, Mark|2006|General Literature|true
B0661|My Strange Rescue: and other stories of Sport and Adventure in Canada|Oxley, J. Macdonald (James Macdonald)|2016|Adventure|true
B0662|English Synonyms and Antonyms: With Notes on the Correct Use of Prepositions|Fernald, James Champlin|2009|General Literature|true
B0663|The Big Trip Up Yonder|Vonnegut, Kurt|2009|Science Fiction|true
B0664|The Ways of the Planets|Martin, Martha Evans|2016|General Literature|true
B0665|Gutenberg, and the Art of Printing|Pearson, Emily Clemens|2016|General Literature|true
B0666|The Life and Amours of the Beautiful, Gay and Dashing Kate Percival: The Belle of the Delaware|Percival, Kate|2009|History|true
B0667|Meno|Plato|1999|Philosophy|true
B0668|Das Unheimliche|Freud, Sigmund|2010|General Literature|true
B0669|The Art of Public Speaking|Esenwein, J. Berg (Joseph Berg)|2005|General Literature|true
B0670|Laughter: An Essay on the Meaning of the Comic|Bergson, Henri|2003|Philosophy|true
B0671|The History of Rome, Books 01 to 08|Livy|2006|History|true
B0672|Looking Backward, 2000 to 1887|Bellamy, Edward|1996|Science Fiction|true
